Year,Month,Product,State,Requirement(in' MT),Availability(in' MT)
2013-14,May,TSP,West Bengal,0.000,"7,377.550"
2013-14,May,UREA,West Bengal,"65,000.000","34,451.135"
2013-14,June,DAP,Andaman & Nicobar,0.000,0.000
2013-14,June,MAP,Andaman & Nicobar,0.000,0.000
2013-14,June,MOP,Andaman & Nicobar,400.000,0.000
2013-14,June,NPK,Andaman & Nicobar,0.000,0.000
2013-14,June,SSP,Andaman & Nicobar,0.000,0.000
2013-14,June,TSP,Andaman & Nicobar,0.000,0.000
2013-14,June,UREA,Andaman & Nicobar,0.000,0.000
2013-14,June,DAP,Andhra Pradesh,"1,00,000.000","38,919.300"
2013-14,June,MAP,Andhra Pradesh,0.000,0.000
2013-14,June,MOP,Andhra Pradesh,"40,000.000","22,119.390"
2013-14,June,NPK,Andhra Pradesh,"2,00,000.000","87,599.108"
2013-14,June,SSP,Andhra Pradesh,"40,000.000","9,494.146"
2013-14,June,TSP,Andhra Pradesh,0.000,0.000
2013-14,June,UREA,Andhra Pradesh,"2,00,000.000","1,28,730.650"
2013-14,June,DAP,Arunachal Pradesh,60.000,0.000
2013-14,June,MAP,Arunachal Pradesh,0.000,0.000
2013-14,June,MOP,Arunachal Pradesh,10.000,0.000
2013-14,June,NPK,Arunachal Pradesh,0.000,0.000
2013-14,June,SSP,Arunachal Pradesh,40.000,0.000
2013-14,June,TSP,Arunachal Pradesh,0.000,0.000
2013-14,June,UREA,Arunachal Pradesh,80.000,0.000
2013-14,June,DAP,Assam,"5,250.000","4,697.450"
2013-14,June,MAP,Assam,0.000,0.000
2013-14,June,MOP,Assam,"12,600.000","8,406.300"
2013-14,June,NPK,Assam,"1,550.000",204.350
2013-14,June,SSP,Assam,"16,800.000","10,261.500"
2013-14,June,TSP,Assam,0.000,0.000
2013-14,June,UREA,Assam,"30,450.000","6,739.250"
2013-14,June,DAP,Bihar,"60,000.000","15,920.600"
2013-14,June,MAP,Bihar,0.000,0.000
2013-14,June,MOP,Bihar,"25,000.000","6,706.100"
2013-14,June,NPK,Bihar,"45,000.000","8,729.650"
2013-14,June,SSP,Bihar,"18,000.000",90.150
2013-14,June,TSP,Bihar,0.000,"7,673.750"
2013-14,June,UREA,Bihar,"1,90,000.000","56,643.900"
2013-14,June,DAP,Chandigarh,0.000,0.000
2013-14,June,MAP,Chandigarh,0.000,0.000
2013-14,June,MOP,Chandigarh,0.000,0.000
2013-14,June,NPK,Chandigarh,0.000,0.000
2013-14,June,SSP,Chandigarh,0.000,0.000
2013-14,June,TSP,Chandigarh,0.000,0.000
2013-14,June,UREA,Chandigarh,0.000,0.000
2013-14,June,DAP,Chattishgarh,"45,000.000","55,435.000"
2013-14,June,MAP,Chattishgarh,0.000,0.000
2013-14,June,MOP,Chattishgarh,"20,000.000","7,978.550"
2013-14,June,NPK,Chattishgarh,"31,000.000","24,075.600"
2013-14,June,SSP,Chattishgarh,"47,000.000","14,013.105"
2013-14,June,TSP,Chattishgarh,0.000,"3,858.250"
2013-14,June,UREA,Chattishgarh,"1,19,000.000","52,002.850"
2013-14,June,DAP,Dadra & Nagar Haveli,550.000,0.000
2013-14,June,MAP,Dadra & Nagar Haveli,0.000,0.000
2013-14,June,MOP,Dadra & Nagar Haveli,10.000,0.000
2013-14,June,NPK,Dadra & Nagar Haveli,13.000,0.000
2013-14,June,SSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,June,TSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,June,UREA,Dadra & Nagar Haveli,580.000,0.000
2013-14,June,DAP,Daman & Diu,20.000,0.000
2013-14,June,MAP,Daman & Diu,0.000,0.000
2013-14,June,MOP,Daman & Diu,10.000,0.000
2013-14,June,NPK,Daman & Diu,10.000,0.000
2013-14,June,SSP,Daman & Diu,0.000,NA
2013-14,June,TSP,Daman & Diu,0.000,0.000
2013-14,June,UREA,Daman & Diu,70.000,0.000
2013-14,June,DAP,Delhi,400.000,0.000
2013-14,June,MAP,Delhi,0.000,0.000
2013-14,June,MOP,Delhi,150.000,0.000
2013-14,June,NPK,Delhi,200.000,0.000
2013-14,June,SSP,Delhi,0.000,0.000
2013-14,June,TSP,Delhi,0.000,0.000
2013-14,June,UREA,Delhi,500.000,0.000
2013-14,June,DAP,Goa,700.000,0.000
2013-14,June,MAP,Goa,0.000,0.000
2013-14,June,MOP,Goa,50.000,0.000
2013-14,June,NPK,Goa,"1,200.000",0.000
2013-14,June,SSP,Goa,0.000,0.000
2013-14,June,TSP,Goa,0.000,0.000
2013-14,June,UREA,Goa,800.000,-14.650
2013-14,June,DAP,Gujarat,"80,000.000","36,076.504"
2013-14,June,MAP,Gujarat,0.000,0.000
2013-14,June,MOP,Gujarat,"15,000.000","1,742.650"
2013-14,June,NPK,Gujarat,"56,700.000","39,091.085"
2013-14,June,SSP,Gujarat,"30,000.000","3,173.750"
2013-14,June,TSP,Gujarat,0.000,"6,313.850"
2013-14,June,UREA,Gujarat,"2,30,000.000","31,478.349"
2013-14,June,DAP,Harayana,"80,000.000","39,041.800"
2013-14,June,MAP,Harayana,0.000,0.000
2013-14,June,MOP,Harayana,"5,000.000",969.100
2013-14,June,NPK,Harayana,"5,000.000","1,377.200"
2013-14,June,SSP,Harayana,"5,000.000",904.040
2013-14,June,TSP,Harayana,0.000,0.000
2013-14,June,UREA,Harayana,"2,50,000.000","1,04,304.550"
2013-14,June,DAP,Himachal Pradesh,0.000,0.000
2013-14,June,MAP,Himachal Pradesh,0.000,0.000
2013-14,June,MOP,Himachal Pradesh,50.000,0.000
2013-14,June,NPK,Himachal Pradesh,"2,500.000",155.150
2013-14,June,SSP,Himachal Pradesh,60.000,0.000
2013-14,June,TSP,Himachal Pradesh,0.000,0.000
2013-14,June,UREA,Himachal Pradesh,"12,500.000",123.350
2013-14,June,DAP,Jammu & Kashmir,"8,000.000","4,142.350"
2013-14,June,MAP,Jammu & Kashmir,0.000,0.000
2013-14,June,MOP,Jammu & Kashmir,"1,500.000",63.750
2013-14,June,NPK,Jammu & Kashmir,0.000,0.000
2013-14,June,SSP,Jammu & Kashmir,0.000,0.000
2013-14,June,TSP,Jammu & Kashmir,0.000,0.000
2013-14,June,UREA,Jammu & Kashmir,"15,000.000","5,827.100"
2013-14,June,DAP,Jharkhand,"10,000.000",104.800
2013-14,June,MAP,Jharkhand,0.000,0.000
2013-14,June,MOP,Jharkhand,"2,500.000",0.000
2013-14,June,NPK,Jharkhand,"10,000.000",3.700
2013-14,June,SSP,Jharkhand,"2,500.000","35,250.000"
2013-14,June,TSP,Jharkhand,0.000,0.000
2013-14,June,UREA,Jharkhand,"30,000.000","9,127.050"
2013-14,June,DAP,Karnataka,"95,000.000","13,822.139"
2013-14,June,MAP,Karnataka,0.000,0.000
2013-14,June,MOP,Karnataka,"55,000.000","14,437.136"
2013-14,June,NPK,Karnataka,"1,37,000.000","59,834.629"
2013-14,June,SSP,Karnataka,"5,000.000","2,228.150"
2013-14,June,TSP,Karnataka,0.000,"11,905.400"
2013-14,June,UREA,Karnataka,"1,20,000.000","55,771.318"
2013-14,June,DAP,Kerala,"5,000.000","4,307.300"
2013-14,June,MAP,Kerala,0.000,0.000
2013-14,June,MOP,Kerala,"25,000.000","4,555.905"
2013-14,June,NPK,Kerala,"31,000.000","13,898.104"
2013-14,June,SSP,Kerala,100.000,38.000
2013-14,June,TSP,Kerala,0.000,"3,156.750"
2013-14,June,UREA,Kerala,"24,500.000",319.750
2013-14,June,DAP,Lakshadweep,0.000,0.000
2013-14,June,MAP,Lakshadweep,0.000,0.000
2013-14,June,MOP,Lakshadweep,0.000,0.000
2013-14,June,NPK,Lakshadweep,0.000,0.000
2013-14,June,SSP,Lakshadweep,0.000,0.000
2013-14,June,TSP,Lakshadweep,0.000,0.000
2013-14,June,UREA,Lakshadweep,0.000,0.000
2013-14,June,DAP,Madhya Pradesh,"1,65,000.000","71,868.050"
2013-14,June,MAP,Madhya Pradesh,0.000,0.000
2013-14,June,MOP,Madhya Pradesh,"40,500.000","8,598.900"
2013-14,June,NPK,Madhya Pradesh,"44,000.000","43,882.150"
2013-14,June,SSP,Madhya Pradesh,"1,11,610.000","2,11,808.411"
2013-14,June,TSP,Madhya Pradesh,0.000,"8,443.850"
2013-14,June,UREA,Madhya Pradesh,"1,87,500.000","1,24,281.700"
2013-14,June,DAP,Maharastra,"1,62,800.000","53,250.665"
2013-14,June,MAP,Maharastra,0.000,0.000
2013-14,June,MOP,Maharastra,"51,300.000","12,128.250"
2013-14,June,NPK,Maharastra,"1,63,000.000","97,820.010"
2013-14,June,SSP,Maharastra,"85,800.000","32,640.961"
2013-14,June,TSP,Maharastra,0.000,0.000
2013-14,June,UREA,Maharastra,"2,66,000.000","1,83,315.100"
2013-14,June,DAP,Manipur,"1,300.000",0.000
2013-14,June,MAP,Manipur,0.000,0.000
2013-14,June,MOP,Manipur,400.000,0.000
2013-14,June,NPK,Manipur,0.000,0.000
2013-14,June,SSP,Manipur,200.000,0.000
2013-14,June,TSP,Manipur,0.000,0.000
2013-14,June,UREA,Manipur,"7,400.000",0.000
2013-14,June,DAP,Megalaya,450.000,0.000
2013-14,June,MAP,Megalaya,0.000,0.000
2013-14,June,MOP,Megalaya,50.000,0.000
2013-14,June,NPK,Megalaya,0.000,0.000
2013-14,June,SSP,Megalaya,500.000,0.000
2013-14,June,TSP,Megalaya,0.000,0.000
2013-14,June,UREA,Megalaya,550.000,0.000
2013-14,June,DAP,Mizoram,600.000,0.000
2013-14,June,MAP,Mizoram,0.000,0.000
2013-14,June,MOP,Mizoram,400.000,0.000
2013-14,June,NPK,Mizoram,0.000,0.000
2013-14,June,SSP,Mizoram,560.000,0.000
2013-14,June,TSP,Mizoram,0.000,0.000
2013-14,June,UREA,Mizoram,"1,300.000",0.000
2013-14,June,DAP,Nagaland,100.000,0.000
2013-14,June,MAP,Nagaland,0.000,0.000
2013-14,June,MOP,Nagaland,20.000,0.000
2013-14,June,NPK,Nagaland,0.000,0.000
2013-14,June,SSP,Nagaland,40.000,0.000
2013-14,June,TSP,Nagaland,0.000,0.000
2013-14,June,UREA,Nagaland,140.000,0.000
2013-14,June,DAP,Odisha,"35,000.000","11,247.250"
2013-14,June,MAP,Odisha,0.000,0.000
2013-14,June,MOP,Odisha,"15,000.000","2,035.800"
2013-14,June,NPK,Odisha,"58,000.000","15,094.000"
2013-14,June,SSP,Odisha,"2,700.000",208.250
2013-14,June,TSP,Odisha,0.000,0.000
2013-14,June,UREA,Odisha,"45,000.000","35,188.950"
2013-14,June,DAP,Pondicherry,550.000,0.000
2013-14,June,MAP,Pondicherry,0.000,0.000
2013-14,June,MOP,Pondicherry,500.000,25.000
2013-14,June,NPK,Pondicherry,"1,980.000",18.000
2013-14,June,SSP,Pondicherry,180.000,0.000
2013-14,June,TSP,Pondicherry,0.000,0.000
2013-14,June,UREA,Pondicherry,"2,350.000",0.000
2013-14,June,DAP,Punjab,"50,000.000","43,516.650"
2013-14,June,MAP,Punjab,0.000,0.000
2013-14,June,MOP,Punjab,"5,000.000",-4.100
2013-14,June,NPK,Punjab,"8,000.000","2,444.150"
2013-14,June,SSP,Punjab,"5,000.000","3,641.400"
2013-14,June,TSP,Punjab,0.000,"3,355.300"
2013-14,June,UREA,Punjab,"3,00,000.000","86,049.000"
2013-14,June,DAP,Rajasthan,"36,000.000","36,948.900"
2013-14,June,MAP,Rajasthan,0.000,0.000
2013-14,June,MOP,Rajasthan,900.000,0.000
2013-14,June,NPK,Rajasthan,"7,700.000",406.350
2013-14,June,SSP,Rajasthan,"48,000.000","13,760.500"
2013-14,June,TSP,Rajasthan,0.000,"3,526.250"
2013-14,June,UREA,Rajasthan,"1,25,110.000","43,115.150"
2013-14,June,DAP,Sikkim,0.000,0.000
2013-14,June,MAP,Sikkim,0.000,0.000
2013-14,June,MOP,Sikkim,0.000,0.000
2013-14,June,NPK,Sikkim,0.000,0.000
2013-14,June,SSP,Sikkim,0.000,0.000
2013-14,June,TSP,Sikkim,0.000,0.000
2013-14,June,UREA,Sikkim,0.000,0.000
2013-14,June,DAP,Tamil Nadu,"30,000.000","9,424.350"
2013-14,June,MAP,Tamil Nadu,0.000,0.000
2013-14,June,MOP,Tamil Nadu,"33,000.000","2,804.349"
2013-14,June,NPK,Tamil Nadu,"47,590.000","26,606.470"
2013-14,June,SSP,Tamil Nadu,"7,000.000","4,448.050"
2013-14,June,TSP,Tamil Nadu,0.000,0.000
2013-14,June,UREA,Tamil Nadu,"80,000.000","11,864.050"
2013-14,June,DAP,Tripura,750.000,0.000
2013-14,June,MAP,Tripura,0.000,0.000
2013-14,June,MOP,Tripura,0.000,0.000
2013-14,June,NPK,Tripura,0.000,0.000
2013-14,June,SSP,Tripura,"7,800.000",23.250
2013-14,June,TSP,Tripura,0.000,0.000
2013-14,June,UREA,Tripura,"7,800.000","2,154.500"
2013-14,June,DAP,Uttar Pradesh,"1,50,000.000","1,20,253.000"
2013-14,June,MAP,Uttar Pradesh,0.000,0.000
2013-14,June,MOP,Uttar Pradesh,"15,000.000","14,808.050"
2013-14,June,NPK,Uttar Pradesh,"1,25,000.000","36,843.750"
2013-14,June,SSP,Uttar Pradesh,"60,000.000","11,010.104"
2013-14,June,TSP,Uttar Pradesh,0.000,"16,125.250"
2013-14,June,UREA,Uttar Pradesh,"5,50,000.000","2,29,284.250"
2013-14,June,DAP,Uttaranchal,"4,000.000","1,478.950"
2013-14,June,UREA,Uttaranchal,0.000,0.000
2013-14,June,MOP,Uttaranchal,"1,500.000",0.000
2013-14,June,NPK,Uttaranchal,"5,000.000","3,093.300"
2013-14,June,SSP,Uttaranchal,"1,500.000",0.000
2013-14,June,TSP,Uttaranchal,0.000,0.000
2013-14,June,UREA,Uttaranchal,"35,000.000","2,468.400"
2013-14,June,DAP,West Bengal,"42,000.000","6,885.970"
2013-14,June,MAP,West Bengal,0.000,0.000
2013-14,June,MOP,West Bengal,"24,000.000","1,198.450"
2013-14,June,NPK,West Bengal,"70,400.000","40,193.535"
2013-14,June,SSP,West Bengal,"30,000.000","9,242.850"
2013-14,June,TSP,West Bengal,0.000,"7,377.550"
2013-14,June,UREA,West Bengal,"84,000.000","51,535.575"
2013-14,July,DAP,Andaman & Nicobar,0.000,0.000
2013-14,July,MAP,Andaman & Nicobar,0.000,0.000
2013-14,July,MOP,Andaman & Nicobar,0.000,0.000
2013-14,July,NPK,Andaman & Nicobar,0.000,0.000
2013-14,July,TSP,Andaman & Nicobar,0.000,0.000
2013-14,July,UREA,Andaman & Nicobar,0.000,0.000
2013-14,July,DAP,Andhra Pradesh,"2,00,000.000","25,975.150"
2013-14,July,MAP,Andhra Pradesh,0.000,0.000
2013-14,July,MOP,Andhra Pradesh,"50,000.000","20,608.140"
2013-14,July,NPK,Andhra Pradesh,"2,16,000.000","55,327.908"
2013-14,July,TSP,Andhra Pradesh,0.000,0.000
2013-14,July,UREA,Andhra Pradesh,"4,00,000.000","72,612.350"
2013-14,July,DAP,Arunachal Pradesh,60.000,0.000
2013-14,July,MAP,Arunachal Pradesh,0.000,0.000
2013-14,July,MOP,Arunachal Pradesh,20.000,0.000
2013-14,July,NPK,Arunachal Pradesh,0.000,0.000
2013-14,July,TSP,Arunachal Pradesh,0.000,0.000
2013-14,July,UREA,Arunachal Pradesh,80.000,0.000
2013-14,July,DAP,Assam,"5,750.000","6,827.550"
2013-14,July,MAP,Assam,0.000,0.000
2013-14,July,MOP,Assam,"13,800.000","6,726.150"
2013-14,July,NPK,Assam,"1,730.000","1,124.250"
2013-14,July,TSP,Assam,0.000,0.000
2013-14,July,UREA,Assam,"33,350.000","12,875.150"
2013-14,July,DAP,Bihar,"70,000.000","20,343.950"
2013-14,July,MAP,Bihar,0.000,0.000
2013-14,July,MOP,Bihar,"25,000.000","11,422.050"
2013-14,July,NPK,Bihar,"50,000.000","6,335.750"
2013-14,July,TSP,Bihar,0.000,"7,673.750"
2013-14,July,UREA,Bihar,"2,20,000.000","48,291.250"
2013-14,July,DAP,Chandigarh,0.000,0.000
2013-14,July,MAP,Chandigarh,0.000,0.000
2013-14,July,MOP,Chandigarh,0.000,0.000
2013-14,July,NPK,Chandigarh,0.000,0.000
2013-14,July,TSP,Chandigarh,0.000,0.000
2013-14,July,UREA,Chandigarh,0.000,0.000
2013-14,July,DAP,Chattishgarh,"58,000.000","18,655.750"
2013-14,July,MAP,Chattishgarh,0.000,0.000
2013-14,July,MOP,Chattishgarh,"20,000.000","9,699.900"
2013-14,July,NPK,Chattishgarh,"37,000.000","9,000.500"
2013-14,July,TSP,Chattishgarh,0.000,"3,858.250"
2013-14,July,UREA,Chattishgarh,"1,22,000.000","27,146.550"
2013-14,July,DAP,Dadra & Nagar Haveli,140.000,10.050
2013-14,July,MAP,Dadra & Nagar Haveli,0.000,0.000
2013-14,July,MOP,Dadra & Nagar Haveli,5.000,0.000
2013-14,July,NPK,Dadra & Nagar Haveli,10.000,0.000
2013-14,July,TSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,July,UREA,Dadra & Nagar Haveli,180.000,0.000
2013-14,July,DAP,Daman & Diu,20.000,0.000
2013-14,July,MAP,Daman & Diu,0.000,0.000
2013-14,July,MOP,Daman & Diu,0.000,0.000
2013-14,July,NPK,Daman & Diu,0.000,0.000
2013-14,July,TSP,Daman & Diu,0.000,0.000
2013-14,July,UREA,Daman & Diu,30.000,0.000
2013-14,July,DAP,Delhi,800.000,0.000
2013-14,July,MAP,Delhi,0.000,0.000
2013-14,July,MOP,Delhi,200.000,0.000
2013-14,July,NPK,Delhi,250.000,0.000
2013-14,July,TSP,Delhi,0.000,0.000
2013-14,July,UREA,Delhi,800.000,0.000
2013-14,July,DAP,Goa,600.000,43.800
2013-14,July,MAP,Goa,0.000,0.000
2013-14,July,MOP,Goa,50.000,140.000
2013-14,July,NPK,Goa,"1,200.000",0.000
2013-14,July,TSP,Goa,0.000,0.000
2013-14,July,UREA,Goa,800.000,252.000
2013-14,July,DAP,Gujarat,"35,000.000","32,959.062"
2013-14,July,MAP,Gujarat,0.000,0.000
2013-14,July,MOP,Gujarat,"15,000.000","2,702.200"
2013-14,July,NPK,Gujarat,"39,500.000","40,223.377"
2013-14,July,TSP,Gujarat,0.000,"6,313.850"
2013-14,July,UREA,Gujarat,"2,50,000.000","57,070.273"
2013-14,July,DAP,Harayana,"60,000.000","33,013.850"
2013-14,July,MAP,Harayana,0.000,0.000
2013-14,July,MOP,Harayana,"3,000.000",-0.800
2013-14,July,NPK,Harayana,"5,000.000","1,377.200"
2013-14,July,TSP,Harayana,0.000,0.000
2013-14,July,UREA,Harayana,"2,40,000.000","73,345.800"
2013-14,July,DAP,Himachal Pradesh,0.000,0.000
2013-14,July,MAP,Himachal Pradesh,0.000,0.000
2013-14,July,MOP,Himachal Pradesh,100.000,0.000
2013-14,July,NPK,Himachal Pradesh,"2,500.000",83.100
2013-14,July,TSP,Himachal Pradesh,0.000,0.000
2013-14,July,UREA,Himachal Pradesh,"10,000.000",338.500
2013-14,July,DAP,Jammu & Kashmir,"8,000.000","3,790.100"
2013-14,July,MAP,Jammu & Kashmir,0.000,0.000
2013-14,July,MOP,Jammu & Kashmir,"1,500.000","3,130.050"
2013-14,July,NPK,Jammu & Kashmir,0.000,0.000
2013-14,July,TSP,Jammu & Kashmir,0.000,0.000
2013-14,July,UREA,Jammu & Kashmir,"12,500.000","10,739.000"
2013-14,July,DAP,Jharkhand,"12,000.000","1,203.050"
2013-14,July,MAP,Jharkhand,0.000,0.000
2013-14,July,MOP,Jharkhand,"2,500.000",-3.700
2013-14,July,NPK,Jharkhand,"5,000.000",890.750
2013-14,July,TSP,Jharkhand,0.000,0.000
2013-14,July,UREA,Jharkhand,"30,000.000","8,499.900"
2013-14,July,DAP,Karnataka,"95,000.000","13,230.390"
2013-14,July,MAP,Karnataka,0.000,0.000
2013-14,July,MOP,Karnataka,"58,000.000","12,010.100"
2013-14,July,NPK,Karnataka,"1,32,000.000","53,677.209"
2013-14,July,TSP,Karnataka,0.000,"11,905.400"
2013-14,July,UREA,Karnataka,"1,78,000.000","29,923.285"
2013-14,July,DAP,Kerala,"5,000.000","2,427.400"
2013-14,July,MAP,Kerala,0.000,0.000
2013-14,July,MOP,Kerala,"25,000.000","2,218.347"
2013-14,July,NPK,Kerala,"31,000.000","12,617.924"
2013-14,July,TSP,Kerala,0.000,"3,156.750"
2013-14,July,UREA,Kerala,"24,500.000",277.800
2013-14,July,DAP,Lakshadweep,0.000,0.000
2013-14,July,MAP,Lakshadweep,0.000,0.000
2013-14,July,MOP,Lakshadweep,0.000,0.000
2013-14,July,NPK,Lakshadweep,0.000,0.000
2013-14,July,TSP,Lakshadweep,0.000,0.000
2013-14,July,UREA,Lakshadweep,0.000,0.000
2013-14,July,DAP,Madhya Pradesh,"1,08,800.000","59,710.200"
2013-14,July,MAP,Madhya Pradesh,0.000,0.000
2013-14,July,MOP,Madhya Pradesh,"16,200.000","7,519.850"
2013-14,July,NPK,Madhya Pradesh,"33,000.000","32,180.200"
2013-14,July,TSP,Madhya Pradesh,0.000,"8,443.850"
2013-14,July,UREA,Madhya Pradesh,"1,12,500.000","94,378.150"
2013-14,July,DAP,Maharastra,"1,69,500.000","37,338.025"
2013-14,July,MAP,Maharastra,0.000,0.000
2013-14,July,MOP,Maharastra,"53,500.000","14,457.200"
2013-14,July,NPK,Maharastra,"1,68,400.000","49,984.460"
2013-14,July,TSP,Maharastra,0.000,0.000
2013-14,July,UREA,Maharastra,"2,76,300.000","1,27,564.150"
2013-14,July,DAP,Manipur,"1,150.000",0.000
2013-14,July,MAP,Manipur,0.000,0.000
2013-14,July,MOP,Manipur,450.000,0.000
2013-14,July,NPK,Manipur,0.000,0.000
2013-14,July,TSP,Manipur,0.000,0.000
2013-14,July,UREA,Manipur,"7,800.000",0.000
2013-14,July,DAP,Megalaya,900.000,200.000
2013-14,July,MAP,Megalaya,0.000,0.000
2013-14,July,MOP,Megalaya,100.000,0.000
2013-14,July,NPK,Megalaya,0.000,0.000
2013-14,July,TSP,Megalaya,0.000,0.000
2013-14,July,UREA,Megalaya,"1,300.000",0.000
2013-14,July,DAP,Mizoram,600.000,0.000
2013-14,July,MAP,Mizoram,0.000,0.000
2013-14,July,MOP,Mizoram,400.000,0.000
2013-14,July,NPK,Mizoram,0.000,0.000
2013-14,July,TSP,Mizoram,0.000,0.000
2013-14,July,UREA,Mizoram,"1,300.000",0.000
2013-14,July,DAP,Nagaland,50.000,0.000
2013-14,July,MAP,Nagaland,0.000,0.000
2013-14,July,MOP,Nagaland,30.000,0.000
2013-14,July,NPK,Nagaland,0.000,0.000
2013-14,July,TSP,Nagaland,0.000,0.000
2013-14,July,UREA,Nagaland,150.000,0.000
2013-14,July,DAP,Odisha,"60,000.000","8,962.000"
2013-14,July,MAP,Odisha,0.000,0.000
2013-14,July,MOP,Odisha,"30,000.000","5,363.400"
2013-14,July,NPK,Odisha,"79,000.000","9,507.850"
2013-14,July,TSP,Odisha,0.000,0.000
2013-14,July,UREA,Odisha,"1,30,000.000","18,834.200"
2013-14,July,DAP,Pondicherry,420.000,0.000
2013-14,July,MAP,Pondicherry,0.000,0.000
2013-14,July,MOP,Pondicherry,100.000,20.000
2013-14,July,NPK,Pondicherry,"1,170.000",263.600
2013-14,July,TSP,Pondicherry,0.000,0.000
2013-14,July,UREA,Pondicherry,"2,000.000",0.000
2013-14,July,DAP,Punjab,"1,00,000.000","37,869.850"
2013-14,July,MAP,Punjab,0.000,0.000
2013-14,July,MOP,Punjab,"5,000.000","3,664.600"
2013-14,July,NPK,Punjab,"4,000.000","1,728.050"
2013-14,July,TSP,Punjab,0.000,"3,355.300"
2013-14,July,UREA,Punjab,"3,00,000.000","78,738.550"
2013-14,July,DAP,Rajasthan,"81,600.000","26,475.700"
2013-14,July,MAP,Rajasthan,0.000,0.000
2013-14,July,MOP,Rajasthan,"1,500.000",0.000
2013-14,July,NPK,Rajasthan,"9,660.000","1,418.650"
2013-14,July,TSP,Rajasthan,0.000,"3,526.250"
2013-14,July,UREA,Rajasthan,"1,44,410.000","37,965.775"
2013-14,July,DAP,Sikkim,0.000,0.000
2013-14,July,MAP,Sikkim,0.000,0.000
2013-14,July,MOP,Sikkim,0.000,0.000
2013-14,July,NPK,Sikkim,0.000,0.000
2013-14,July,TSP,Sikkim,0.000,0.000
2013-14,July,UREA,Sikkim,0.000,0.000
2013-14,July,DAP,Tamil Nadu,"38,000.000","8,992.900"
2013-14,July,MAP,Tamil Nadu,0.000,0.000
2013-14,July,MOP,Tamil Nadu,"40,000.000","4,449.049"
2013-14,July,NPK,Tamil Nadu,"49,740.000","13,538.370"
2013-14,July,TSP,Tamil Nadu,0.000,0.000
2013-14,July,UREA,Tamil Nadu,"85,000.000","3,200.900"
2013-14,July,DAP,Tripura,750.000,0.000
2013-14,July,MAP,Tripura,0.000,0.000
2013-14,July,MOP,Tripura,"2,500.000",0.000
2013-14,July,NPK,Tripura,0.000,0.000
2013-14,July,TSP,Tripura,0.000,0.000
2013-14,July,UREA,Tripura,"7,800.000","2,134.500"
2013-14,July,DAP,Uttar Pradesh,"2,50,000.000","1,27,731.800"
2013-14,July,MAP,Uttar Pradesh,0.000,0.000
2013-14,July,MOP,Uttar Pradesh,"25,000.000",58.400
2013-14,July,NPK,Uttar Pradesh,"1,10,000.000","33,987.900"
2013-14,July,TSP,Uttar Pradesh,0.000,"16,125.250"
2013-14,July,UREA,Uttar Pradesh,"7,00,000.000","2,09,156.340"
2013-14,July,DAP,Uttaranchal,"4,000.000","4,192.850"
2013-14,July,MAP,Uttaranchal,0.000,0.000
2013-14,July,MOP,Uttaranchal,500.000,0.000
2013-14,July,NPK,Uttaranchal,"5,000.000","1,263.000"
2013-14,July,TSP,Uttaranchal,0.000,0.000
2013-14,July,UREA,Uttaranchal,"30,000.000","3,138.850"
2013-14,July,DAP,West Bengal,"49,000.000","5,125.520"
2013-14,July,MAP,West Bengal,0.000,0.000
2013-14,July,MOP,West Bengal,"23,000.000","4,012.650"
2013-14,July,NPK,West Bengal,"94,800.000","29,810.185"
2013-14,July,TSP,West Bengal,0.000,"7,377.550"
2013-14,July,UREA,West Bengal,"98,000.000","69,032.475"
2013-14,August,DAP,Andaman & Nicobar,0.000,0.000
2013-14,August,MAP,Andaman & Nicobar,0.000,0.000
2013-14,August,MOP,Andaman & Nicobar,0.000,0.000
2013-14,August,NPK,Andaman & Nicobar,0.000,0.000
2013-14,August,TSP,Andaman & Nicobar,0.000,0.000
2013-14,August,UREA,Andaman & Nicobar,0.000,0.000
2013-14,August,DAP,Andhra Pradesh,"1,50,000.000","36,347.150"
2013-14,August,MAP,Andhra Pradesh,0.000,0.000
2013-14,August,MOP,Andhra Pradesh,"75,000.000","17,451.640"
2013-14,August,NPK,Andhra Pradesh,"2,21,000.000","62,569.258"
2013-14,August,TSP,Andhra Pradesh,0.000,0.000
2013-14,August,UREA,Andhra Pradesh,"4,00,000.000","21,162.400"
2013-14,August,DAP,Arunachal Pradesh,60.000,0.000
2013-14,August,MAP,Arunachal Pradesh,0.000,0.000
2013-14,August,MOP,Arunachal Pradesh,10.000,0.000
2013-14,August,NPK,Arunachal Pradesh,0.000,0.000
2013-14,August,TSP,Arunachal Pradesh,0.000,0.000
2013-14,August,UREA,Arunachal Pradesh,90.000,0.000
2013-14,August,DAP,Assam,"5,250.000","8,120.500"
2013-14,August,MAP,Assam,0.000,0.000
2013-14,August,MOP,Assam,"12,600.000","11,080.700"
2013-14,August,NPK,Assam,"1,580.000",519.750
2013-14,August,TSP,Assam,0.000,0.000
2013-14,August,UREA,Assam,"30,450.000","10,019.650"
2013-14,August,DAP,Bihar,"40,000.000","27,845.700"
2013-14,August,MAP,Bihar,0.000,0.000
